id,clean_token,cluster
257,patrol shirt ahead bone fishing ride horse desert live like gila monster wear shirt look like patrol lustrous quick exceptionally soft polyester weave extra tightly block rating princess seaming yoke detail feminine touch offer plenty room active casting rein retrieval cleanly style sleeve roll fasten hidden snap shirt secure snap conceal chest pocket zips close hemostat flap recyclable common thread recycle program detail quick polyester tight weave exceptionally soft light rating protection hide zippered chest pocket flattering princess seaming yoke detail roll sleeve fastener hemostat flap fabric      polyester ripstop protection recyclable common thread recycle program weight      vietnam,-1
258,sport loose performance woman sport will hike annoyingly shifty long distance trail mileage extra long seamless racerback tank loose silhouette increase airflow eliminate migration comfortable build sport manage high impact activity nylon spandex        fabric blend provide moisture wicke performance detail supersoft nylon spandex blend skin comfort seamless construction degree build sport perfect length pair short yoga pant everyday style fabric tank       nylon spandex build sport       nylon spandex moisture wicke performance weight       israel,-1
259,meridian board short stretchy meridian board short accommodate floater drop knee turn globe wide waistband snap closure polyester      recycle spandex blend will snag chafe bunch long paddle kelp forest security pocket loop closure mean hunk will lose spin cycle inseam size recyclable common thread recycle program detail stretch weave recycle polyester spandex fabric maximum mobility comfort snap flat closure secure zipper welted pocket drain hole loop rise inseam fabric      recycle polyester spandex recyclable common thread recycle program weight      vietnam,-1
260,merino crew light merino layer silky soft highly durable jersey knit merino wool spin recycle polyester      core super comfortable warm temperature beneath layer cool offer great technical performance naturally resist odor move moisture away skin improve time regulate body temperature maintain consistent stretch neck smooth self fabric bind invite ventilation cover slow wash merino skin softness machine wash cold flat recyclable common thread recycle program detail slow wash merino wool resist odor naturally insulate durable stretch provide superior performance softness      micron gauge yarn jersey knit construction luxurious hand recycle polyester core wick moisture wool skin controls odor softly scoop neckline ventilate cover self fabric neck bind comfort straight machine wash cold flat fabric               micron chlorine free merino wool recycle polyester recyclable common thread recycle program weight     ,8
261,print parie style like short parie bottom straight medium coverage coverage line improve fabric blend nylon spandex detail short style line straight hips update waist styling medium coverage coverage improve fabric fabric      nylon spandex weight     ,-1
262,print sunamee stay sunamee straight coverage line formfitte blend nylon spandex detail coverage line straight hips regular rise improve fabric fabric      nylon spandex weight     ,-1
263,stretch breathe wick warm wonder trail mountain athlete abuse versatile make easy midlayer winter lightweight jacket early spring morning alpine summer evening high interior grid polyester enhance compressibility airflow insulation time jersey microfiber face allow smooth layer zippered handwarmer pocket harness line glue seam internal mesh pocket recyclable common thread recycle program detail versatile fleece provide excellent stretch warmth wicking breathability variety temperature high interior grid structure enhance compressibility airflow time jersey microfiber face allow nonbinde layering center zipper handwarmer pocket fabric        polartec power polyester      recycle spandex recyclable common thread recycle program weight       colombia,-1
264,trail circle globe hand crack stay mobile comfortable warm pullover high grid polyester stretch breathe move moisture insulate sized accommodate light underlayer work stand light midlayer recyclable common thread recycle program detail recycle polyester fabric provide excellent stretch warmth wicking breathability variety temperature wear lightweight insulation thermal baselayer lightweight yarn wick moisture outer microfiber yarns speed evaporation interior grid enhance compressibility airflow jersey microfiber face friction nonbinde layering fabric        polartec power polyester      recycle spandex recyclable common thread recycle program weight       colombia,-1
265,merino shirt soft worth linger light merino layer merino wool spin recycle polyester      core super comfortable warm temperature beneath layer cool silky highly durable jersey knit offer great technical performance naturally resist odor move moisture away skin improve time regulate body temperature maintain consistent stretch neck smooth self fabric bind invite ventilation cover slow wash merino skin softness machine wash cold flat recyclable common thread recycle program detail slow wash merino wool resist odor naturally insulate durable stretch provide superior performance softness      micron gauge yarn jersey knit construction luxurious hand recycle polyester core wick moisture wool skin controls odor softly scoop neckline ventilate cover self fabric neck bind comfort straight machine wash cold flat fabric               micron chlorine free merino wool recycle polyester recyclable common thread recycle program weight      ,8
266,merino bottom thankfully warm forward progress stop lightweight bottom active lifestyle warm cool weather versatile merino layer merino merino wool spin recycle polyester      core luxurious hand improve time endure strength inherently soft comfortable merino naturally resist odor move moisture away skin regulate body temperature stretch brush elastic waistband offset inseam stay skin friendly active slow wash merino skin softness machine wash cold flat recyclable common thread recycle program detail slow wash merino wool resist odor naturally insulate durable stretch provide superior performance softness      micron gauge yarn jersey knit construction luxurious hand recycle polyester core wick moisture wool skin controls odor brush elastic waistband offset inseam skin comfort machine wash cold flat fabric           chlorine free merino wool recycle polyester recyclable common thread recycle program weight     ,8
267,storm light emerge classic inspire original storm jacket hold true timeless trait waterproof breathable comfortable build warm weather engineer recycle storm light keep motion lowland trek high mountain pass waterproof breathable protection combine hang mesh taffeta liner soft pliable comfortable feel storm flap cover zips external zippered pocket center zipper detail include soft chamois chin guard adjustable hood roll microfleece line collar internal drop pocket drawcord cuff secure self fabric recyclable common thread recycle program detail layer polyester fabric waterproof breathable barrier hang mesh taffeta liner great comfort adjustable stowable hood soft chamois chin guard storm flap center zipper zips external pocket zipper pocket handwarmer storm flap forearm pocket internal drop cuff secure self fabric drawcord fabric shell layer deni      polyester laminate waterproof breathable barrier deluge durable water repellent finish shell lining       recycle polyester mesh hood lining       deni      recycle polyester taffeta collar lining chin flap       polyester brush jersey recyclable common thread recycle program weight      china,0
268,stretch ascent simple stretchy lightweight waterproof alpine climb reality include sideway blow sleet stretch ascent jacket provide stormproof protection extraordinary breathability stretch weave polyester      recycle waterproof breathable barrier combine pliable      layer fabric package enable limber move roll helmet compatible hood adjust easy single pull system water resistant coated center zipper remain easy open close water resistant external pocket zipper zipper garage pocket internal drop cuff secure self fabric drawcord route pocket hood structured visor improve visibility poor condition recyclable common thread recycle program detail waterproof breathable       layer stretch woven shell helmet compatible roll single pull adjustable hood laminate visor zipper offer extreme water resistance easy pocket coat zippered handwarmer zipper garage internal drop cuff secure self fabric hook loop cuff closures drawcord route pocket fabric      layer deni      recycle stretch weave polyester waterproof breathable barrier deluge durable water repellent finish recyclable common thread recycle program weight       vietnam,0
269,merino shirt versatile merino baselayer blend daily life like cream coffee lightweight highly livable merino wool spin recycle      polyester core luxurious hand improve time endure strength inherently soft comfortable merino naturally resist odor move moisture away skin regulate body temperature stretch raglan sleeve merge fluidly collar avoid pack strap seam roll backward eliminate chafing self fabric collar bind comfort slow wash merino skin softness machine wash cold flat recyclable common thread recycle program detail slow wash merino wool resist odor naturally insulate durable stretch provide superior performance softness      micron gauge yarn jersey knit construction luxurious hand recycle polyester core wick moisture wool skin controls odor self fabric collar bind comfort raglan sleeve merge fluidly collar pack strap seam roll eliminate irritation machine wash cold flat fabric           chlorine free merino wool recycle polyester recyclable common thread recycle program weight     ,8
270,merino pant luxuriously soft pant silhouette like fall water gracefully yoga share plate penne puttanesca feature smooth double layer self fabric waistband drop center reduce bulk rear yoke flattering straight forward roll seam coverage wool layer merino      merino wool extra fine gauge yarn softness jersey knit construction durability merino naturally resist odor move moisture away skin regulate body temperature stretch accommodate slow wash skin softness machine wash cold flat recyclable common thread recycle program detail slow wash merino wool resist odor naturally insulate exceptionally durable stretch provide superior performance softness fine      micron gauge yarn jersey knit construction luxurious hand double layer wide self fabric waistband internal elastic drop center reduce waist bulk provide good coverage yoke flattering straight silhouette seam roll machine wash cold flat fabric           chlorine free merino wool recyclable common thread recycle program weight     ,8
271,morning glory dress onshore wind blow morning session pull irrepressible dress pack head town skin soothe jersey knit      nylon spandex morning glory keep shape empire waist infinite adjustability fall knee detail stretchy soft synthetic jersey knit wick moisture fast brush interior halter style smooth neckband comfort mobility empire waist knee length fabric nylon spandex smooth faced jersey knit moisture wicke performance weight       colombia,-1
272,morning glory skirt stand dance contest spirited panel skirt soft stretchy blend      nylon spandex move whim natural playful drape pair tank twirl town slip yoga tight class self fabric waistband fold flare calf length      waist size feminine silhouette detail ultrastretchy soft synthetic jersey knit wick moisture fast brush interior self fabric fold waistband roll simple pull design length waist size fabric nylon spandex smooth faced jersey knit moisture wicke performance recyclable common thread recycle program weight       mexico,-1
273,morning glory tight everyday essential feature clean design stretch knit excellent shape retention soft substantial nylon blend      nylon spandex flow lightly skin quickly humid hike pass squall topstitch detail contoured season wide rise waist provide chafe free comfort inseam size detail substantial ultra stretchy soft synthetic knit excellent shape retention wick moisture fast flatter wide flat waistband curve yoke detail asymmetric seam contour thigh slight flare flat seam construction soft skin rise inseam size fabric nylon spandex smooth faced jersey knit moisture wicke performance weight      colombia,-1
274,torrentshell tropical rain forest share thing patagonia weather trek hike drench condition torrentshell provide      layer waterproof breathable protection durable lightweight frill jacket stuff zippered handwarmer pocket clip loop hood snugly helmet roll stow away laminate visor center zipper exterior interior storm flap ventilation microfleece line neck chin drawcord detail      layer fabric waterproof breathable barrier deluge durable water repellent finish laminate visor adjustable hood roll stow microfleece line neck chin comfort enhance protection barrier center zipper exterior interior storm flap water storm flap treat zipper weather protection self fabric hook loop cuff closures handwarmer pocket drawcord pack zippered self storage pocket fabric      layer       deni nylon ripstop waterproof breathable barrier deluge finish weight      china,0
275,torrentshell pant lightweight waterproof breathable torrentshell pant singe rain thunderstorm boom simple pull style elastic drawcorde waistband articulate knee zippered pocket handwarmer zippered adjustable hook loop cuff pant stuff pocket carabiner clip loop detail      layer fabric waterproof breathable barrier deluge durable water repellent finish elasticize self fabric waistband internal drawcord pull easy pocket secure zippered handwarmer secure zipper pocket treat zipper storm flap articulate knee adjustable self fabric hook loop closure ankle flap treat zipper knee pant stow pocket fabric      layer       deni nylon ripstop waterproof breathable barrier deluge finish weight      china,0
276,trampoli shirt commute high ground trampoli shirt artist nikki mcclure creative transportation print organic cotton      phthalate free slightly shape athletic classic feature traditional crew neck tape shoulder seam ringspun fabric yarn lend soft finish lightweight recyclable common thread recycle program detail ringspun yarn soft hand tape shoulder seam screen print phthalate free fabric      organic cotton recyclable common thread recycle program weight     ,4
277,neck furnace stoke temperature nose dive warm synthetic baselayer capilene feature smooth jersey face slip easily beneath layer interior grid trap precious warmth wick perspiration breathe stretchy compressible snug fitting collar deep zipper zipper garage draft flap help block cold raglan sleeve will chafe beneath pack strap      polartec power polyester      recycle spandex gladiodor natural odor control garment recyclable common thread recycle program detail warm baselayer fabric capilene offer great stretch breathability compressibility interior grid wick moisture trim bulk provide warmth smooth jersey face slide easily beneath layer neck easy climate control back draft flap zipper garage raglan sleeve seam will chafe beneath straps drop tail fabric      polartec power polyester      recycle spandex gladiodor natural odor control garment recyclable common thread recycle program weight      costa rica,3
278,corinne dress rivermouth glassy offshore slide corinne dress shrimp taco harbor feature deep neck wide strap dress effortless drape stretchy quick fabric      nylon spandex active disposition supportive double bodice flattering shirr detail uplift panel inset help contour fall knee detail stretchy soft synthetic jersey knit wide strap flatter detail supportive double bodice shirr shape panel inset contour fall knee fabric nylon spandex smooth faced jersey knit moisture wicke performance weight      colombia,-1
279,cotton fleece hoody central coast night turn chill factor layer soft stretchy cotton fleece hoody organic cotton fleece touch stretch      spandex lightweight jacket long pair nicely jean dress zipper contour hood handwarmer pocket preserve warmth wide      cuff help maintain streamlined recyclable common thread recycle program detail cozy soft cotton fleece stretch contour hood warmth zipper handwarmer pocket wide cuffs fabric      organic cotton fleece spandex recyclable common thread recycle program weight      turkey,-1
280,nano puff versatile piece insulation nano puff weather resistant wear insulate shell snowstorm trim pull chilly rock pitch foothold warm light belay parka duty quick alpine dash wind block moisture shed durable water repellent finish      recycle polyester shell glide effortlessly wear outer midlayer bulk hydrophobic highly compressible primaloft trap heat remarkable efficiency stuff chest pocket carabiner clip loop elasticize cuff seal wind trap warmth recyclable common thread recycle program detail versatile gram primaloft polyester insulation provide excellent warmth compressibility ultralight face fabric shed water durable water repellent treatment block wind deep center zipper allow easy ventilation stuff self storage leave chest pocket elasticize cuff seal wind trap warmth fabric shell lining deni recycle polyester durable water repellent finish insulation primaloft recyclable common thread recycle program weight       vietnam,-1
281,trail trail jacket woman idea entertainment lung bust mountain pass reality show lightweight wind resistant deni nylon treat deluge durable water repellent finish shed light rain exceptionally breathable stretch weave underarm panel      recycle polyester spandex vent excess heat high rise tricot line neck revise wrist improve elastic style cuff easily push drawcord seal chilly weather jacket stash internal chest pocket reflective heat transfer logo visible detail light slightly transparent tough triple ripstop nylon soft shell torso shoulder breathable recycle polyester stretch woven fabric underarm jacket deluge durable water repellent finish weather protection jacket stuff internal chest pocket improve sleeve soft shell fabric remove sleeve easily push forearm drawcord keep wind reflective heat transfer logo wear baselayer light midlayer fabric body       deni nylon deni triple ripstop underarm panel       deni stretch weave recycle polyester spandex jacket deluge finish weight      vietnam,9
282,sweater vest impossible confuse sweater vest find golf course bingo parlor come pack ultra toasty fill trap heat alpine condition minimalist design practically float compact stuff mesh line internal pocket carabiner clip loop innovative superlight polyester shell      recycle provide wind water protection high tear strength quilt baffle stabilize zippered handwarmer pocket drawcord detail superlight windproof water resistant shell high tear strength quilt construction stabilize premium fill power goose insulation pocket zippered handwarmer internal zippered stretch mesh double stuff sack carabiner clip loop elastic bind armhole drawcord fabric shell lining       deni recycle polyester deluge durable water repellent finish insulation fill power premium european goose weight       china,-1
283,drift shirt epic tale west begin drifter woman search free life drift shirt feminine high plain styling include delicate collar placket patch pocket snap shirt recycle polyester organic cotton        open weave fabric durable stay cool pressure contouring princess seam slit cuff vent recyclable common thread recycle program detail feminine open weave fabric construction durable organic cotton recycle polyester blend delicate collar placket snaps princess seaming contoured patch pocket snap closure slit cuff vent fabric      recycle polyester organic cotton recyclable common thread recycle program weight       thailand,-1
284,duway skirt know inside count beneath silky sand polyester skirt      recycle build pair short travel friendly fabric treat durable water repellent finish drape gracefully quickly resist wrinkle update season center shape dart flattering seam skirt classic feminine zippered vent allow mobility discreet pocket waist length      size build short inseam recyclable common thread recycle program detail sand polyester microfiber durable water repellent finish slight styling update great flattering seam shape dart center security pocket right seam zipper vent increase mobility build short modesty length waist fabric      polyester      recycle microfiber finish recyclable common thread recycle program weight      vietnam,-1
285,ester throw ester quick surf check maintenance style make favorite summer blouse light airy organic cotton sleeveless neck styling open cool thing seam detail neck lend feminine flair seam pocket stash tide chart versatile length give option recyclable common thread recycle program detail light airy organic cotton lawn neck sleeveless seam detail neck pocket seam fabric      organic cotton recyclable common thread recycle program weight      thailand,-1
286,freedom roam shirt global warming habitat destruction need animal migrate shift habitat urgent difference migrating remain boundary difference life extinction freedom roam initiative strive connect north america critical habitat ensure survival large mammal dollar sale shirt cause original artwork ryan supersoft      organic cotton jersey recyclable common thread recycle program detail ringspun yarn soft hand tape shoulder seam screen print phthalate free fabric      organic cotton recyclable common thread recycle program weight     ,-1
287,girona board short evoke spanish province name girona board short bear skin dive paddle clear mediterranean water costa brava additional length girona boardie provide extra protection chafe salt rash snap flat closure offer secure zippered welt thigh pocket drain hole loop inseam size strong stretchy blend polyester      recycle spandex recyclable common thread recycle program detail stretch weave recycle polyester spandex fabric maximum mobility comfort snap flat closure secure zipper welted pocket drain hole loop rise inseam fabric      recycle polyester spandex recyclable common thread recycle program weight vietnam,-1
288,north coast shirt north coast shirt speak seclude conversation wave crow paper artist nikki mcclure work appear canvas supersoft organic cotton slightly shape athletic classic feature traditional crew neck tape shoulder seam ringspun fabric yarn comfort recyclable common thread recycle program detail ringspun yarn soft hand tape shoulder seam screen print phthalate free fabric      organic cotton recyclable common thread recycle program weight     ,4
289,owlin shirt owlin shirt wise choice flight fancy limb artist jason stowell design print ringspun organic cotton phthalate free lightweight shirt anika feature long torso form short sleeve wide deep neckline tape shoulder seam extra soft recyclable common thread recycle program detail ringspun yarn soft hand tape shoulder seam screen print phthalate free fabric      organic cotton recyclable common thread recycle program weight     ,4
290,pinback release inner locomotion action inspire pinback open design unchecked soft strap neck unlimited adjustability dynamic cool blend organic cotton spandex glide lightly skin stretch support hinder mobility hide empire line fabric band support length protect torso recyclable common thread recycle program detail feature blend organic cotton spandex airy lightweight total mobility sacrifice support crossover neck design flatter increase mobility open allow dynamic motion empire line fabric band support length design provide midtorso coverage fabric      organic cotton jersey spandex recyclable common thread recycle program weight      thailand,-1
291,print adour adour slightly scoop rise line medium coverage improve fabric blend nylon spandex detail medium coverage line slightly scoop rise improve fabric fabric      nylon spandex weight     ,-1
292,hotline mind embrace challenge sinister look hand crack limb freedom flow supersoft hotline airy combination organic cotton stretchy spandex cleanly finished scoop neck spaghetti style strap stay steadfast support brush elastic internal shelf long torso provide coverage rise style recyclable common thread recycle program detail fabric combination airy light maximum mobility support cleanly finish seam thin shoulder straps internal shelf brush elastic support length fabric      organic cotton spandex recyclable common thread recycle program weight thailand,-1
293,houdini like blustery ultralight ultrapackable houdini shed fickle weather disappear clear breathable crank squall texture triple ripstop nylon fabric prove surprisingly tough deluge durable water repellent finish ward flurry pitch deck volume hood snug face head dimensionally single pull system jacket stuff pocket secure zipper closure burly strong carabiner clip loop drawcord detail highly breathable incredibly light texture soft shell fabric strong triple ripstop pattern subtle slightly transparent appearance deluge durable water repellent finish coated center zipper zipper exterior chest pocket double stuff sack reinforce carabiner clip loop hood opening field vision adjustment pull elastic cuff drawcord wear baselayer light midlayer reflective heat transfer logo fabric deni nylon ripstop deluge finish recyclable common thread recycle program weight china,-1
294,inga shortie short board short short liven shore break inga shortie soft sturdy organic cotton canvas inseam short short slim fitting pocket jean styling topstitching simple detail include rise shape waistband belt loop button closure recyclable common thread recycle program detail soft sturdy organic cotton canvas shape waistband belt loop logo shank button closure pocket jean styling topstitching rise inseam fabric      organic cotton canvas recyclable common thread recycle program weight      thailand,5
295,vasana stretchy sleeveless vasana offer shoulder coverage tank meet reach demand granite ledge overhead slightly shoulder flattering functional organic cotton spandex blend delicate yoke detail princess seam contoured length recyclable common thread recycle program detail fabric combination airy light maximum mobility support versatile sleeveless feminine yoke detail princess seaming shape contour length fabric      organic cotton spandex recyclable common thread recycle program weight       thailand,-1
296,versatili shirt food chain versatili satin stitch finish sensuous drape humble competition plait blend organic cotton tencel soft hand natural stretch recyclable common thread recycle program detail plait organic cotton tencel fabric soft comfy crew neck fabric      organic cotton tencel plait jersey recyclable common thread recycle program weight      thailand,13
297,versatiliti cardi summer weight cardigan woman study abroad month crag surf live versatile maintenance sweater soft organic cotton tencel plait jersey place moisture wicking tencel skin wear layer solo recyclable common thread recycle program detail plait organic cotton tencel fabric soft comfy summer weight cardigan sweater layer small feminine button center length fabric      organic cotton tencel plait jersey recyclable common thread recycle program weight      thailand,13
298,versatiliti tank vivid color delicate detail enliven season crop versatiliti tank lightweight blend organic cotton tencel line night flattering neck slightly gather shoulder center seam contoured recyclable common thread recycle program detail plait organic cotton tencel fabric soft comfy flatter neck delicate gather shoulder seam drape fabric      organic cotton tencel plait jersey recyclable common thread recycle program weight      thailand,13
299,active short wear versatile feminine short bathe suit bottom bikram yoga class sleepwear functionality limitless rise active short tube construct eliminate chafing seam soft technical fabric breathe wick moisture comfortable shorten flat waistband will roll bind stretchy shaped opening newly redesign fabric minimize bunching solid print       nylon spandex detail ultrasoft lightweight fabric stretch moisture management seamless construction waistband shape opening flat will roll bind deserve comfort mobility fabric      nylon spandex moisture wicke performance weight      israel,-1
300,active brief beat heat bali skin favorite cirque ultrasoft lightweight brief provide exceptional stretch moisture management keep comfortable glide easily beneath layer seamless waistband flat will roll bind newly redesign single sided bind stay profile breathable mini crotch solid print       nylon spandex stripe       polyester      recycle spandex detail ultrasoft lightweight fabric stretch moisture management seamless waistband flat will roll bind breathable mini crotch soft single side bind opening will chafe creep fabric solid print       nylon spandex stripe       polyester      recycle spandex moisture wicke performance weight israel,-1
301,active classic cami wear base layer      foot form active classic cami line expedition degree build shelf adjustable shoulder strap will slip skin tank supersoft nylon spandex fabric blend        seamless tube construction prevent chafing long torso coverage pair rise style detail supersoft nylon spandex blend skin comfort seamless construction degree shelf adjustable nonslip shoulder straps appropriate length pair rise style pant short skirt fabric      nylon spandex moisture wicke performance weight      israel,-1
302,time shell rain recycle figure raincoat recyclable recycle polyester time equip technical feature downpour waterproof breathable barrier deluge durable water repellent finish removable adjustable hood microfleece line collar snap cuff storm flap snap drawcord water resistant zippered handwarmer pocket vertical internal pocket length shell contour styling feminine recyclable common thread recycling program detail      layer recycle polyester shell repel rain block wind removable adjustable hood double storm flap snap collar line cozy microfleece skin comfort water repellent handwarmer pocket invisible zipper vertical mesh line internal pocket snap cuff drawcord length fabric      layer       recycle polyester waterproof breathable barrier deluge durable water repellent finish recyclable common thread recycle program weight      china,0
303,wear capris capri discreet short cooler pant festive rugged supple lightweight organic cotton canvas available solid plaid wear flat rise waistband shape feminine slant pocket welt rear pocket vent inseam size knee recyclable common thread recycle program detail organic cotton canvas double button closure shape waistband slant pocket welt pocket regular rise inseam size fabric      organic cotton canvas recyclable common thread recycle program weight      thailand,5
304,weather capris worthy good downward face comfortable journey produce aisle hatchback breathable ride weather capris suit today multi tasking lifestyle knit fabric      polyester spandex thigh straight knee flat flattering rise waistband minimal elastic great comfort gussete crotch make movement easy crossover security pocket right hold card balm inseam size knee reflective heat transfer logo graphic visible detail supple durable knit fabric highly breathable flat flattering rise waistband minimal elastic great comfort crossover security pocket right thigh straight reflective heat transfer logo graphic inseam knee fabric      polyester spandex weight      vietnam,-1
305,inter continental pant like flattering drape lightweight pant stretch woven blend nylon polyester fabric recover quickly prolonged sitting durable water repellent finish shed water extra versatility roll capri length fasten snap closure slant pocket security pocket regular rise inseam size recyclable common thread recycyle program detail mechanical stretch woven fabric durable water repellent finish      waistband belt loops button closure quarter pocket zipper welt pocket forward angle seam fasten self fabric snap capri length regular rise inseam fabric      nylon polyester finish recyclable common thread recycle program weight       vietnam,2
306,inter continental short time ascent irene arete right time jenny lake inter continental short time dornan soft durable nylon polyester blend durable water repellent finish resist wrinkle quickly seamless waistband pack friendly wide pocket rear security pocket inseam size recyclable common thread recycle program detail mechanical stretch woven fabric durable water repellent finish waistband belt loop button closure quarter pocket zipper welt pocket forward angle seam regular rise inseam fabric      nylon polyester durable water repellent finish recyclable common thread recycle program weight      vietnam,2
307,island hemp dress soft hand island hemp dress welcome reprieve bump toothe rock meat grinder summer weight blend organic cotton hemp        slim fitting dress bias flattering seaming contouring mobility lined bodice friendly contrast strap button closure fall knee recyclable common thread recycle program detail summer weight blend organic cotton hemp bias ensure drape contour line bodice contrast strap detail button closure flattering seaming mobility fall knee fabric hemp organic cotton plain weave recyclable common thread recycle program weight      china,-1
308,alpine wind high ridge steep alpine jacket serve true good world staple excel stand shell blustery rock climb cool weather trail high output tour condition alpine climb function lightly insulated windshirt approach frictionless midlayer time bundle polyester ripstop shell deluge durable water repellent treatment shed snow block wind smooth lightly brush hang mesh liner wick moisture fast bind baselayer superlight stretch woven underarm panel enhance breathability allow unimpaired motion hand pocket close zipper drawcord elastic cuff heat transfer reflective logo regular coil center zipper finish round feature update season improve recyclable common thread recycle program detail lightweight breathable polyester ripstop fabric deluge durable water repellent finish slightly brush polyester mesh liner wick moisture fast stretch weave underarm panel provide breathability stretch unimpeded range motion center zipper finish elastic cuff zipper handwarmer pocket drawcord reflective heat transfer logo fabric shell       deni polyester ripstop panel       deni recycle polyester spandex shell panel deluge durable water repellent finish lining      polyester brush tricot mesh recyclable common thread recycle program weight      china,0
309,aravis      corn skiing transition season endeavor aravis      provide breathable warmth great layering dense lightweight fleece easy care soft jacket distinctive capilene trim neck pocket cuff      zipper stand collar regulate warmth zippered sleeve security pocket hold essential recyclable common thread recycle program detail cozy soft polyester fleece      zipper stand collar warmth capilene fabric trim neck cuff zipper sleeve security pocket fabric      polyester brush double side fleece recyclable common thread recycle program weight      vietnam,-1
310,astrid delicately feminine astrid refreshing change heavy pounding south swell light weight blend organic cotton tencel jersey        fabric short sleeve gather scoop neck flattering drape ultrasoft shirt fall recyclable common thread recycle program detail light weight organic cotton tencel blend short sleeve flattering scoop neck gather neck drape length fabric organic cotton tencel jersey recyclable common thread recycle program weight      thailand,13
311,astrid wrap casual elegant wrap layer favorite dress throw jean short sleeve astrid wrap light weight organic cotton tencel        fabric open shawl collar gather sleeve yoke feminine silhouette length recyclable common thread recycle program detail light weight organic cotton tencel blend short sleeve wrap lightweight layering gather sleeve yoke feminine appeal soft shawl collar closure length fabric organic cotton tencel jersey recyclable common thread recycle program weight      thailand,-1
312,baggie short loyal partner grime baggie love slurp little colorado chimneye thunder river cavern tough lightweight supplex nylon treat durable water repellent finish slough river ocean lake downpour wide yoke define casual flattering quick drain partially mesh line pocket inseam size recyclable common thread recycle program detail nylon durability brush elastic waistband drawcord pocket line polyester mesh drainage regular rise inseam size fabric      supplex nylon durable water repellent finish recyclable common thread recycle program weight      costa rica,14
313,kamala dress like lotus flower name kamala dress aquatic lifestyle perennial flow organic cotton tencel        fabric provide lightweight softness smooth drape flatter neck crossover twist shirr detail bust feminine flair friendly strap double bodice thing discreet line fall knee recyclable common thread recycle program detail soft handed jersey knit smooth drape flatter neck crossover twist double bodice friendly strap shirr bust beautiful drape line fall knee fabric      organic cotton tencel recyclable common thread recycle program weight thailand,-1
314,kamala skirt wear skirt dress kamala skirt adapt watering hole encounter lightweight organic cotton tencel        fabric smooth breeze catch drape wear skirt wide cinch shirr waistband adjust line shape fall knee dress double waistband convert bandeau style bodice neck knee waist length recyclable common thread recycle program detail soft handed jersey knit smooth drape snug wide cinch waistband adjustable right line shape skirt knee length skirt double waistband bandeau style bodice dress neck fabric      organic cotton tencel recyclable common thread recycle program weight      thailand,-1
315,kite town shirt artist chris moro transform wind whimsical kite town shirt print lightweight      organic cotton phthalate free tape shoulder seam soft skin shirt anika feature long torso form short sleeve wide deep neckline recyclable common thread recycle program detail ringspun yarn soft hand tape shoulder seam screen print phthalate free fabric      organic cotton recyclable common thread recycle program weight     ,4
316,barely featherweight supportive barely wick moisture breathe cool slender nonslip strap adjust underbust band provide gentle support lace like texture integral fabric blend polyester      recycle spandex nylon pair barely bikini detail petal soft featherweight fabric blend manage moisture breathe cool seamless construction underbust band offer gentle support slender strap adjust will slip lace like texture integral fabric pair woman barely barely everyday fabric      polyester      recycle spandex nylon weight      israel,-1
317,barely everyday flattering barely everyday roll dish comfortable pull racerback style comfortable strap will underbust contour seam provide supportive define lined discretion quick recycle fabric ideal road sink bath recyclable common thread recycle program detail petal soft lightweight recycle polyester spandex blend manage moisture breathe cool underbust panel offer support slender strap meet racerback slip lace like texture integral fabric pair woman barely woman barely everyday fabric      polyester      recycle spandex weight      israel,-1
318,barely hipster barely hipster form construction soft lace like texture breathe tough spot featherweight recycle polyester spandex        fabric blend wick moisture quickly make suited cold climate recyclable common thread recycle program detail soft featherweight recycle polyester spandex blend manage moisture breathe cool seamless construction lace like texture integral fabric pair woman barely woman barely everyday fabric      polyester      recycle spandex moisture wicke finish recyclable common thread recycle program weight      israel,-1
319,symmetry poster bill serantoni climb fearful symmetry alberta canada year tribute human adventure near collection photograph speak passion beauty life spend outside photo appear exclusively site catalog wall retail store specialty outdoor clothier world excited select photo available poster hope brighten space inspire outside detail dimensions      photo cory richard fabric print recycle paper contain post consumer waste print,6
320,synch snap perennial staple snap pullover keep toasty central coast sundowner ventilate montana snowbank exceptionally high standard thick cozy double faced polyester fleece      recycle joint sleeve tape placket seam snap chest pocket recyclable common thread recycle program detail snap placket reinforce supplex nylon joint sleeve snap chest pocket nylon spandex cuff fabric      polyester      recycle fleece recyclable common thread recycle program weight       colombia,-1
321,synch vest shirt jacket versatile core warmer keep comfortable restrict movement layer chase spring corn wear cool desert night durable lightweight double faced polyester fleece      recycle chill zippered handwarmer pocket elasticize armhole recyclable common thread recycle program detail soft recycle double sided polyester fleece zipper handwarmer pocket simplify trim elasticize armhole waist fabric      polyester      recycle double face fleece recyclable common thread recycle program weight       mexico,-1
322,tarpon shirt channel determination silver king wear tarpon shirt feature work florida base artist borski shirt durable organic cotton screen print phthalate free easy environment tape shoulder seam ringspun fabric yarn soft skin recyclable common thread recycle program detail ringspun yarn soft hand tape shoulder seam screen print phthalate free fabric      organic cotton recyclable common thread recycle program weight     ,4
